seqname,source,feature,start,end,strand,GenBank_locus_tag,Product,gene_biotype,protein_id,name
NC_003317.1,RefSeq,gene,726916,727674,+,BME_RS03475,precorrin-4 C(11)-methyltransferase,protein_coding,WP_004683955.1,BME_RS03475
NC_003317.1,RefSeq,gene,727663,728409,-,BME_RS03480,cobalt-precorrin-6A reductase,protein_coding,WP_004683954.1,BME_RS03480
NC_003317.1,RefSeq,gene,728396,729505,-,BME_RS03485,cobalt-precorrin-5B (C(1))-methyltransferase,protein_coding,WP_004683953.1,BME_RS03485
NC_003317.1,RefSeq,gene,729566,730444,+,BME_RS03490,uroporphyrinogen-III C-methyltransferase,protein_coding,WP_002966861.1,BME_RS03490
NC_003317.1,RefSeq,gene,730441,731751,+,BME_RS03495,hydrogenobyrinate a%2Cc-diamide synthase,protein_coding,WP_002964414.1,BME_RS03495
NC_003317.1,RefSeq,gene,731748,732746,+,BME_RS03500,threonine-phosphate decarboxylase,protein_coding,WP_004683952.1,BME_RS03500
NC_003317.1,RefSeq,gene,732783,733766,+,BME_RS03505,cobalamin biosynthesis protein,protein_coding,WP_004683951.1,BME_RS03505
NC_003317.1,RefSeq,gene,733752,734843,-,BME_RS03510,ABC transporter substrate-binding protein,protein_coding,WP_004686408.1,BME_RS03510
NC_003317.1,RefSeq,gene,734988,735509,+,BME_RS03515,4-hydroxyphenylacetate 3-monooxygenase,protein_coding,WP_004683949.1,BME_RS03515
NC_003317.1,RefSeq,pseudogene,735513,736410,+,BME_RS03520,alpha/beta hydrolase,pseudogene,NA,BME_RS03520
NC_003317.1,RefSeq,gene,736535,737020,+,BME_RS03530,hypothetical protein,protein_coding,WP_004683948.1,BME_RS03530
NC_003317.1,RefSeq,gene,737058,738764,-,BME_RS03535,precorrin-3B C(17)-methyltransferase,protein_coding,WP_004685711.1,BME_RS03535
NC_003317.1,RefSeq,gene,738749,739483,-,BME_RS03540,precorrin-2 C(20)-methyltransferase,protein_coding,WP_004683946.1,BME_RS03540
NC_003317.1,RefSeq,gene,739483,740109,-,BME_RS03545,precorrin-8X methylmutase,protein_coding,WP_002964405.1,BME_RS03545
NC_003317.1,RefSeq,gene,740119,741414,-,BME_RS03550,precorrin-3B synthase,protein_coding,WP_004683945.1,BME_RS03550
NC_003317.1,RefSeq,gene,741488,742693,+,BME_RS03555,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,protein_coding,WP_002971060.1,BME_RS03555
NC_003317.1,RefSeq,pseudogene,742894,742986,-,BME_RS16155,cobalamin biosynthesis protein CbiG,pseudogene,NA,BME_RS16155
NC_003317.1,RefSeq,gene,742982,743620,-,BME_RS03560,porin family protein,protein_coding,WP_004683944.1,BME_RS03560
NC_003317.1,RefSeq,gene,743822,744571,-,BME_RS03565,JAB domain-containing protein,protein_coding,WP_002964401.1,BME_RS03565
NC_003317.1,RefSeq,gene,744627,745454,-,BME_RS03570,type I methionyl aminopeptidase,protein_coding,WP_002969557.1,BME_RS03570
NC_003317.1,RefSeq,gene,745454,746170,-,BME_RS03575,DNA/RNA nuclease SfsA,protein_coding,WP_004683943.1,BME_RS03575
NC_003317.1,RefSeq,gene,746493,746777,-,BME_RS03580,DUF2218 domain-containing protein,protein_coding,WP_002964398.1,BME_RS03580
NC_003317.1,RefSeq,gene,746889,746963,-,BME_RS03585,tRNA-Glu,tRNA,NA,BME_RS03585
NC_003317.1,RefSeq,gene,747295,748398,-,BME_RS03590,hypothetical protein,protein_coding,WP_005968195.1,BME_RS03590
NC_003317.1,RefSeq,gene,748935,749282,+,BME_RS03595,hypothetical protein,protein_coding,WP_002964396.1,BME_RS03595
NC_003317.1,RefSeq,gene,749413,750633,+,BME_RS03600,pyridoxal phosphate-dependent aminotransferase,protein_coding,WP_002964395.1,BME_RS03600
NC_003317.1,RefSeq,gene,750769,752088,+,BME_RS03605,homoserine dehydrogenase,protein_coding,WP_004683941.1,BME_RS03605
NC_003317.1,RefSeq,gene,752481,753467,+,BME_RS03610,fructose-bisphosphatase class II,protein_coding,WP_004683940.1,BME_RS03610
NC_003317.1,RefSeq,gene,753770,754831,+,BME_RS03615,D-alanine--D-alanine ligase A,protein_coding,WP_004683939.1,BME_RS03615
NC_003317.1,RefSeq,gene,754881,756665,+,BME_RS03620,single-stranded-DNA-specific exonuclease RecJ,protein_coding,WP_004683938.1,BME_RS03620
NC_003317.1,RefSeq,gene,756827,757855,+,BME_RS03625,membrane protein,protein_coding,WP_004683937.1,BME_RS03625
NC_003317.1,RefSeq,gene,757907,758428,-,BME_RS03630,lactoylglutathione lyase,protein_coding,WP_002970104.1,BME_RS03630
NC_003317.1,RefSeq,gene,758710,759291,+,BME_RS03635,cold-shock protein,protein_coding,WP_004683936.1,BME_RS03635
NC_003317.1,RefSeq,gene,759353,759550,-,BME_RS16160,hypothetical protein,protein_coding,WP_075589473.1,BME_RS16160
NC_003317.1,RefSeq,gene,759665,760144,+,BME_RS03640,DUF192 domain-containing protein,protein_coding,WP_002967744.1,BME_RS03640
NC_003317.1,RefSeq,gene,760178,760948,+,BME_RS03645,alpha/beta hydrolase,protein_coding,WP_004683935.1,BME_RS03645
NC_003317.1,RefSeq,gene,761123,761947,+,BME_RS03650,serine O-acetyltransferase,protein_coding,WP_002964384.1,BME_RS03650
NC_003317.1,RefSeq,gene,762243,762449,+,BME_RS03655,DUF3126 domain-containing protein,protein_coding,WP_002964383.1,BME_RS03655
NC_003317.1,RefSeq,gene,762720,763247,+,BME_RS03660,gamma carbonic anhydrase family protein,protein_coding,WP_002964382.1,BME_RS03660
NC_003317.1,RefSeq,gene,763326,763931,-,BME_RS03665,hypothetical protein,protein_coding,WP_004686957.1,BME_RS03665
NC_003317.1,RefSeq,gene,764175,764816,-,BME_RS03670,PAS domain-containing protein,protein_coding,WP_004683934.1,BME_RS03670
NC_003317.1,RefSeq,gene,765208,765936,+,BME_RS03675,rhomboid family intramembrane serine protease,protein_coding,WP_002964379.1,BME_RS03675
NC_003317.1,RefSeq,gene,766107,766538,+,BME_RS03680,CBS domain-containing protein,protein_coding,WP_004683933.1,BME_RS03680
NC_003317.1,RefSeq,gene,766599,767459,-,BME_RS03685,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,protein_coding,WP_004683932.1,BME_RS03685
NC_003317.1,RefSeq,gene,767768,767852,+,BME_RS03690,tRNA-Tyr,tRNA,NA,BME_RS03690
NC_003317.1,RefSeq,gene,767877,767950,+,BME_RS03695,tRNA-Gly,tRNA,NA,BME_RS03695
NC_003317.1,RefSeq,gene,767939,768139,-,BME_RS16165,hypothetical protein,protein_coding,WP_011068989.1,BME_RS16165
NC_003317.1,RefSeq,gene,768090,769265,+,BME_RS03700,elongation factor Tu,protein_coding,WP_002970090.1,BME_RS03700
NC_003317.1,RefSeq,gene,769373,769448,+,BME_RS03705,tRNA-Trp,tRNA,NA,BME_RS03705
NC_003317.1,RefSeq,gene,769939,770139,+,BME_RS03710,preprotein translocase subunit SecE,protein_coding,WP_002964376.1,BME_RS03710
NC_003317.1,RefSeq,gene,770163,770690,+,BME_RS03715,transcription termination/antitermination protein NusG,protein_coding,WP_002964375.1,BME_RS03715
NC_003317.1,RefSeq,gene,770893,771321,+,BME_RS03720,50S ribosomal protein L11,protein_coding,WP_002964374.1,BME_RS03720
NC_003317.1,RefSeq,gene,771326,772027,+,BME_RS03725,50S ribosomal protein L1,protein_coding,WP_004683931.1,BME_RS03725
NC_003317.1,RefSeq,gene,772418,772936,+,BME_RS03730,50S ribosomal protein L10,protein_coding,WP_002964372.1,BME_RS03730
NC_003317.1,RefSeq,gene,772988,773362,+,BME_RS03735,50S ribosomal protein L7/L12,protein_coding,WP_002964371.1,BME_RS03735
NC_003317.1,RefSeq,gene,773570,777703,+,BME_RS03740,DNA-directed RNA polymerase subunit beta,protein_coding,WP_002966855.1,BME_RS03740
NC_003317.1,RefSeq,gene,777852,782054,+,BME_RS03745,DNA-directed RNA polymerase subunit beta',protein_coding,WP_004683930.1,BME_RS03745
NC_003317.1,RefSeq,gene,782161,782472,-,BME_RS03750,hypothetical protein,protein_coding,WP_004683929.1,BME_RS03750
NC_003317.1,RefSeq,gene,782952,783323,+,BME_RS03755,30S ribosomal protein S12,protein_coding,WP_002964366.1,BME_RS03755
NC_003317.1,RefSeq,gene,783390,783860,+,BME_RS03760,30S ribosomal protein S7,protein_coding,WP_004686959.1,BME_RS03760
NC_003317.1,RefSeq,gene,783891,785975,+,BME_RS03765,elongation factor G,protein_coding,WP_004683927.1,BME_RS03765
NC_003317.1,RefSeq,gene,786042,787217,+,BME_RS03770,elongation factor Tu,protein_coding,WP_002970090.1,BME_RS03770
NC_003317.1,RefSeq,gene,787278,787586,+,BME_RS03775,30S ribosomal protein S10,protein_coding,WP_002964363.1,BME_RS03775
NC_003317.1,RefSeq,gene,787616,788329,+,BME_RS03780,50S ribosomal protein L3,protein_coding,WP_002964362.1,BME_RS03780
NC_003317.1,RefSeq,pseudogene,788329,788950,+,BME_RS03785,50S ribosomal protein L4,pseudogene,NA,BME_RS03785
NC_003317.1,RefSeq,gene,788947,789240,+,BME_RS03790,50S ribosomal protein L23,protein_coding,WP_004683926.1,BME_RS03790
NC_003317.1,RefSeq,gene,789262,790095,+,BME_RS03795,50S ribosomal protein L2,protein_coding,WP_004683925.1,BME_RS03795
NC_003317.1,RefSeq,gene,790111,790389,+,BME_RS03800,30S ribosomal protein S19,protein_coding,WP_002964358.1,BME_RS03800
NC_003317.1,RefSeq,gene,790392,790781,+,BME_RS03805,50S ribosomal protein L22,protein_coding,WP_002964357.1,BME_RS03805
NC_003317.1,RefSeq,gene,790781,791491,+,BME_RS03810,30S ribosomal protein S3,protein_coding,WP_004683924.1,BME_RS03810
NC_003317.1,RefSeq,gene,791530,791943,+,BME_RS03815,50S ribosomal protein L16,protein_coding,WP_002964355.1,BME_RS03815
NC_003317.1,RefSeq,gene,791956,792156,+,BME_RS03820,50S ribosomal protein L29,protein_coding,WP_002964354.1,BME_RS03820
NC_003317.1,RefSeq,gene,792169,792411,+,BME_RS03825,30S ribosomal protein S17,protein_coding,WP_002964353.1,BME_RS03825
NC_003317.1,RefSeq,gene,792480,792848,+,BME_RS03830,50S ribosomal protein L14,protein_coding,WP_004683923.1,BME_RS03830
NC_003317.1,RefSeq,gene,792861,793172,+,BME_RS03835,50S ribosomal protein L24,protein_coding,WP_002964351.1,BME_RS03835
NC_003317.1,RefSeq,gene,793165,793722,+,BME_RS03840,50S ribosomal protein L5,protein_coding,WP_002964350.1,BME_RS03840
NC_003317.1,RefSeq,gene,793750,794055,+,BME_RS03845,30S ribosomal protein S14,protein_coding,WP_002964349.1,BME_RS03845
NC_003317.1,RefSeq,gene,794066,794464,+,BME_RS03850,30S ribosomal protein S8,protein_coding,WP_004686960.1,BME_RS03850
NC_003317.1,RefSeq,gene,794503,795036,+,BME_RS03855,50S ribosomal protein L6,protein_coding,WP_004686961.1,BME_RS03855
NC_003317.1,RefSeq,gene,795049,795411,+,BME_RS03860,50S ribosomal protein L18,protein_coding,WP_002964346.1,BME_RS03860
NC_003317.1,RefSeq,gene,795453,796013,+,BME_RS03865,30S ribosomal protein S5,protein_coding,WP_002964345.1,BME_RS03865
NC_003317.1,RefSeq,gene,796131,796328,+,BME_RS03870,50S ribosomal protein L30,protein_coding,WP_002967737.1,BME_RS03870
NC_003317.1,RefSeq,gene,796349,796819,+,BME_RS03875,50S ribosomal protein L15,protein_coding,WP_002964343.1,BME_RS03875
NC_003317.1,RefSeq,gene,796980,798320,+,BME_RS03880,preprotein translocase subunit SecY,protein_coding,WP_004683919.1,BME_RS03880
NC_003317.1,RefSeq,gene,798317,798901,+,BME_RS03885,adenylate kinase,protein_coding,WP_004683918.1,BME_RS03885
NC_003317.1,RefSeq,gene,799211,799579,+,BME_RS03890,30S ribosomal protein S13,protein_coding,WP_002964340.1,BME_RS03890
NC_003317.1,RefSeq,gene,799707,800096,+,BME_RS03895,30S ribosomal protein S11,protein_coding,WP_002964339.1,BME_RS03895
NC_003317.1,RefSeq,gene,800212,801225,+,BME_RS03900,DNA-directed RNA polymerase subunit alpha,protein_coding,WP_004683917.1,BME_RS03900
NC_003317.1,RefSeq,gene,801207,801434,-,BME_RS16170,hypothetical protein,protein_coding,WP_014300111.1,BME_RS16170
NC_003317.1,RefSeq,gene,801387,801815,+,BME_RS03905,50S ribosomal protein L17,protein_coding,WP_002964337.1,BME_RS03905
NC_003317.1,RefSeq,gene,802095,803519,+,BME_RS03910,PDZ domain-containing protein,protein_coding,WP_004685697.1,BME_RS03910
NC_003317.1,RefSeq,gene,803666,804979,+,BME_RS03915,replication-associated recombination protein A,protein_coding,WP_004683915.1,BME_RS03915
NC_003317.1,RefSeq,gene,805103,805687,+,BME_RS03920,membrane protein,protein_coding,WP_004683914.1,BME_RS03920
NC_003317.1,RefSeq,gene,805774,806436,+,BME_RS03925,cell envelope biogenesis protein OmpA,protein_coding,WP_004686962.1,BME_RS03925
NC_003317.1,RefSeq,gene,806767,807852,+,BME_RS03930,DNA recombination/repair protein RecA,protein_coding,WP_002964332.1,BME_RS03930
NC_003317.1,RefSeq,gene,808245,810902,+,BME_RS03935,alanine--tRNA ligase,protein_coding,WP_002964330.1,BME_RS03935
NC_003317.1,RefSeq,gene,811054,812499,-,BME_RS03940,alkaline phosphatase,protein_coding,WP_002967731.1,BME_RS03940
NC_003317.1,RefSeq,gene,812721,813935,-,BME_RS03945,isocitrate dehydrogenase (NADP(+)),protein_coding,WP_002964327.1,BME_RS03945
NC_003317.1,RefSeq,gene,814063,814473,-,BME_RS03950,hypothetical protein,protein_coding,WP_002967730.1,BME_RS03950
NC_003317.1,RefSeq,gene,814562,815146,-,BME_RS03955,protease,protein_coding,WP_002964325.1,BME_RS03955
NC_003317.1,RefSeq,gene,815326,816156,+,BME_RS03960,RNA methyltransferase,protein_coding,WP_002964324.1,BME_RS03960
NC_003317.1,RefSeq,gene,816153,816986,+,BME_RS03965,glutamate racemase,protein_coding,WP_002964323.1,BME_RS03965
NC_003317.1,RefSeq,gene,817132,818121,+,BME_RS03970,hypothetical protein,protein_coding,WP_002964322.1,BME_RS03970
NC_003317.1,RefSeq,gene,818358,820406,+,BME_RS03975,DUF3394 domain-containing protein,protein_coding,WP_004683912.1,BME_RS03975
NC_003317.1,RefSeq,gene,820593,820955,+,BME_RS03980,hypothetical protein,protein_coding,WP_002964319.1,BME_RS03980
NC_003317.1,RefSeq,gene,821062,823200,-,BME_RS03985,methylmalonyl-CoA mutase,protein_coding,WP_004683911.1,BME_RS03985
NC_003317.1,RefSeq,gene,823261,825264,-,BME_RS03990,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,protein_coding,WP_002966853.1,BME_RS03990
NC_003317.1,RefSeq,gene,825349,826881,-,BME_RS03995,acyl-CoA carboxylase subunit beta,protein_coding,WP_004683910.1,BME_RS03995
NC_003317.1,RefSeq,gene,827036,828448,+,BME_RS04000,XRE family transcriptional regulator,protein_coding,WP_005968406.1,BME_RS04000
NC_003317.1,RefSeq,gene,828451,828993,-,BME_RS04005,DUF924 domain-containing protein,protein_coding,WP_002967724.1,BME_RS04005
NC_003317.1,RefSeq,gene,829332,829799,-,BME_RS04015,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,protein_coding,WP_002964310.1,BME_RS04015
NC_003317.1,RefSeq,gene,830095,830409,-,BME_RS04020,hypothetical protein,protein_coding,WP_002967723.1,BME_RS04020
NC_003317.1,RefSeq,gene,830480,830827,-,BME_RS04025,VanZ family protein,protein_coding,WP_004683906.1,BME_RS04025
NC_003317.1,RefSeq,gene,830842,831207,-,BME_RS04030,hypothetical protein,protein_coding,WP_004683905.1,BME_RS04030
NC_003317.1,RefSeq,gene,831445,831831,+,BME_RS04035,MerR family DNA-binding transcriptional regulator,protein_coding,WP_004683903.1,BME_RS04035
NC_003317.1,RefSeq,pseudogene,831842,832827,-,BME_RS04040,hypothetical protein,pseudogene,NA,BME_RS04040
NC_003317.1,RefSeq,gene,833002,833796,+,BME_RS04045,YdcF family protein,protein_coding,WP_002964304.1,BME_RS04045
NC_003317.1,RefSeq,gene,834318,835721,+,BME_RS04050,L-serine ammonia-lyase,protein_coding,WP_004683896.1,BME_RS04050
NC_003317.1,RefSeq,gene,835810,836247,+,BME_RS04055,DUF1489 domain-containing protein,protein_coding,WP_004683894.1,BME_RS04055
NC_003317.1,RefSeq,gene,836361,836654,-,BME_RS04060,hypothetical protein,protein_coding,WP_002964300.1,BME_RS04060
NC_003317.1,RefSeq,gene,836734,838152,-,BME_RS04065,D-alanyl-D-alanine carboxypeptidase,protein_coding,WP_004683892.1,BME_RS04065
NC_003317.1,RefSeq,gene,838386,838577,-,BME_RS16175,hypothetical protein,protein_coding,WP_002964298.1,BME_RS16175
NC_003317.1,RefSeq,gene,838638,838988,+,BME_RS04070,ATP-dependent Clp protease adaptor ClpS,protein_coding,WP_004686968.1,BME_RS04070
NC_003317.1,RefSeq,gene,838995,841469,+,BME_RS04075,ATP-dependent Clp protease ATP-binding subunit ClpA,protein_coding,WP_002964296.1,BME_RS04075
NC_003317.1,RefSeq,gene,841576,841998,-,BME_RS04080,HIT family protein,protein_coding,WP_002964295.1,BME_RS04080
NC_003317.1,RefSeq,gene,842070,843257,-,BME_RS04085,GNAT family N-acetyltransferase,protein_coding,WP_004683888.1,BME_RS04085
NC_003317.1,RefSeq,gene,843312,844052,-,BME_RS04090,glycerophosphoryl diester phosphodiesterase,protein_coding,WP_002964293.1,BME_RS04090
NC_003317.1,RefSeq,gene,844054,844518,-,BME_RS04095,RidA family protein,protein_coding,WP_002967716.1,BME_RS04095
NC_003317.1,RefSeq,gene,844663,845505,+,BME_RS04100,DUF1849 domain-containing protein,protein_coding,WP_002966849.1,BME_RS04100
NC_003317.1,RefSeq,gene,845617,846111,+,BME_RS04105,DUF4440 domain-containing protein,protein_coding,WP_004683881.1,BME_RS04105
NC_003317.1,RefSeq,gene,846334,847104,+,BME_RS04110,30S ribosomal protein S2,protein_coding,WP_011005167.1,BME_RS04110
NC_003317.1,RefSeq,gene,847294,848211,+,BME_RS04115,elongation factor Ts,protein_coding,WP_002964288.1,BME_RS04115
NC_003317.1,RefSeq,gene,848378,849100,+,BME_RS04120,UMP kinase,protein_coding,WP_004683875.1,BME_RS04120
NC_003317.1,RefSeq,gene,849136,849696,+,BME_RS04125,ribosome-recycling factor,protein_coding,WP_004683873.1,BME_RS04125
NC_003317.1,RefSeq,gene,849741,850505,+,BME_RS04130,isoprenyl transferase,protein_coding,WP_002964285.1,BME_RS04130
NC_003317.1,RefSeq,gene,850610,851422,+,BME_RS04135,phosphatidate cytidylyltransferase,protein_coding,WP_004683870.1,BME_RS04135
NC_003317.1,RefSeq,gene,851489,852628,+,BME_RS04140,zinc metalloprotease,protein_coding,WP_004683868.1,BME_RS04140
NC_003317.1,RefSeq,gene,852964,855309,+,BME_RS04145,outer membrane protein assembly factor BamA,protein_coding,WP_004683866.1,BME_RS04145
NC_003317.1,RefSeq,gene,855363,856418,+,BME_RS04150,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,protein_coding,WP_002964281.1,BME_RS04150
NC_003317.1,RefSeq,gene,856411,856884,+,BME_RS04155,beta-hydroxyacyl-ACP dehydratase,protein_coding,WP_004683864.1,BME_RS04155
NC_003317.1,RefSeq,gene,856893,857729,+,BME_RS04160,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,protein_coding,WP_002964279.1,BME_RS04160
NC_003317.1,RefSeq,gene,857710,858612,+,BME_RS04165,DUF1009 domain-containing protein,protein_coding,WP_002964278.1,BME_RS04165
NC_003317.1,RefSeq,gene,858609,859796,+,BME_RS04170,lipid-A-disaccharide synthase,protein_coding,WP_002964277.1,BME_RS04170
NC_003317.1,RefSeq,gene,859969,861261,-,BME_RS04175,citrate (Si)-synthase,protein_coding,WP_004683858.1,BME_RS04175
NC_003317.1,RefSeq,gene,861490,862911,-,BME_RS04180,glutamate--tRNA ligase,protein_coding,WP_004683856.1,BME_RS04180
NC_003317.1,RefSeq,gene,863132,863968,+,BME_RS04185,hypothetical protein,protein_coding,WP_005968453.1,BME_RS04185
NC_003317.1,RefSeq,gene,863965,865662,+,BME_RS04190,competence protein ComE,protein_coding,WP_005968454.1,BME_RS04190
NC_003317.1,RefSeq,gene,865656,866378,-,BME_RS04195,LexA repressor,protein_coding,WP_004683851.1,BME_RS04195
NC_003317.1,RefSeq,gene,866626,867840,-,BME_RS04200,molybdopterin molybdenumtransferase MoeA,protein_coding,WP_004683850.1,BME_RS04200
NC_003317.1,RefSeq,gene,867936,868433,-,BME_RS04205,cyclic pyranopterin monophosphate synthase MoaC,protein_coding,WP_004683848.1,BME_RS04205
NC_003317.1,RefSeq,gene,868430,869236,-,BME_RS04210,indole-3-glycerol-phosphate synthase,protein_coding,WP_002964269.1,BME_RS04210
NC_003317.1,RefSeq,gene,869253,870272,-,BME_RS04215,anthranilate phosphoribosyltransferase,protein_coding,WP_002969119.1,BME_RS04215
NC_003317.1,RefSeq,gene,870287,872173,-,BME_RS04220,peptidyl-prolyl cis-trans isomerase,protein_coding,WP_004683847.1,BME_RS04220
NC_003317.1,RefSeq,gene,872318,872395,+,BME_RS16180,hypothetical protein,protein_coding,WP_077281779.1,BME_RS16180
NC_003317.1,RefSeq,gene,872392,873156,+,BME_RS04225,triose-phosphate isomerase,protein_coding,WP_004683846.1,BME_RS04225
NC_003317.1,RefSeq,gene,873256,873702,+,BME_RS04230,preprotein translocase subunit SecG,protein_coding,WP_002964265.1,BME_RS04230
NC_003317.1,RefSeq,gene,873955,874647,+,BME_RS04235,L%2CD-transpeptidase,protein_coding,WP_005968467.1,BME_RS04235
NC_003317.1,RefSeq,gene,874917,876545,+,BME_RS04240,CTP synthetase,protein_coding,WP_004683844.1,BME_RS04240
NC_003317.1,RefSeq,gene,876651,877484,+,BME_RS04245,2-dehydro-3-deoxyphosphooctonate aldolase,protein_coding,WP_002964262.1,BME_RS04245
NC_003317.1,RefSeq,gene,877671,878948,+,BME_RS04250,enolase,protein_coding,WP_004683843.1,BME_RS04250
NC_003317.1,RefSeq,gene,879285,879866,+,BME_RS04255,class I SAM-dependent methyltransferase,protein_coding,WP_002969550.1,BME_RS04255
NC_003317.1,RefSeq,gene,880138,880467,+,BME_RS04260,cell division protein,protein_coding,WP_004683841.1,BME_RS04260
NC_003317.1,RefSeq,gene,880606,881646,+,BME_RS04265,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,protein_coding,WP_004683840.1,BME_RS04265
NC_003317.1,RefSeq,gene,881665,883050,+,BME_RS04270,pyruvate dehydrogenase complex E1 component subunit beta,protein_coding,WP_002967701.1,BME_RS04270
NC_003317.1,RefSeq,gene,883068,884411,+,BME_RS04275,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,protein_coding,WP_004683839.1,BME_RS04275
